"ID","AUTHOR","FILENAME","DATEEXECUTED","ORDEREXECUTED","EXECTYPE","MD5SUM","DESCRIPTION","COMMENTS","TAG","LIQUIBASE","CONTEXTS","LABELS"
"rebuild-str-uk-457","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:10.866","838","EXECUTED","7:3ba2b569e015a0c543f69a574e73c583","addUniqueConstraint constraintName=uk_mp4h7biod5wtjo1x3yp80q3um, tableName=adm_notif_email_user","","","3.5.3","()","","5471747248"
"rebuild-str-uk-458","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:10.877","840","EXECUTED","7:f970f84f0d31481de91f165e72665395","addUniqueConstraint constraintName=UK_ACCOUNT_ENTITY, tableName=ACCOUNT_ENTITY","","","3.5.3","()","","5471747248"
"rebuild-str-uk-459","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:10.887","842","EXECUTED","7:7372d701a2ae1ea1a35beb0a2dee008e","addUniqueConstraint constraintName=uk_my3lp1lx5r0jeftgekg48nf89, tableName=cat_calendar","","","3.5.3","()","","5471747248"
"rebuild-str-uk-460","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:10.898","844","EXECUTED","7:4b55e76cd56b2002df5f47bb39dc03d6","addUniqueConstraint constraintName=uk_n2bbtllrbgypse7qh9h3w6uy8, tableName=cat_charge_template","","","3.5.3","()","","5471747248"
"rebuild-str-uk-461","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:10.908","846","EXECUTED","7:81b638e1c3ce9f54d948453de05361e4","addUniqueConstraint constraintName=uk_n9pt70038bt2ufk8x4pc7gr3l, tableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-uk-462","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:10.919","848","EXECUTED","7:28d26d54d0b28a07c62c1d87825395b0","addUniqueConstraint constraintName=uk_o5gj61ogdrv2lqs68uxkswvn2, tableName=crm_provider_contact","","","3.5.3","()","","5471747248"
"rebuild-str-uk-464","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:10.929","850","EXECUTED","7:311af47ea96751d2e9e2c4f03aeae6a2","addUniqueConstraint constraintName=uk_og8li9rlut4trrxgajab23j7y, tableName=dwh_journal_entries","","","3.5.3","()","","5471747248"
"rebuild-str-uk-465","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:10.939","852","EXECUTED","7:59aca3380a11ade65a1dbee904e96b93","addUniqueConstraint constraintName=uk_ojqvlgvkqu3rnvm79bekf7k0b, tableName=rm_service_param_template","","","3.5.3","()","","5471747248"
"rebuild-str-uk-466","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:10.947","854","EXECUTED","7:bc626725078516227efdffa2e395bd97","addUniqueConstraint constraintName=uk_olfbcf2pmj73v5xdhnbp5i5gn, tableName=billing_invoice","","","3.5.3","()","","5471747248"
"rebuild-str-uk-467","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:10.956","856","EXECUTED","7:fe2e12a10a2422c780fb244bab25dc01","addUniqueConstraint constraintName=uk_p12oo75s9gryyvaw53y06xoh3, tableName=cat_counter_template","","","3.5.3","()","","5471747248"
"rebuild-str-uk-468","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:10.964","858","EXECUTED","7:1e8a42a4eef78424965d511f023a3379","addUniqueConstraint constraintName=uk_p2nr7j9ik6ri37gmd8o1hojhb, tableName=ar_occ_template","","","3.5.3","()","","5471747248"
"rebuild-str-uk-469","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:10.973","860","EXECUTED","7:5a0f7dafe6effe276d3cff2b9ec23ad4","addUniqueConstraint constraintName=uk_pehkecunepva2oq9dx9faajhg, tableName=dwh_chart","","","3.5.3","()","","5471747248"
"rebuild-str-uk-470","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:10.989","862","EXECUTED","7:cf6d54b8ba95bf8fb66687bdabb3fb6f","addUniqueConstraint constraintName=uk_pxj2js3rc3kkeo9bqewgai3yl, tableName=billing_invoice_sub_cat","","","3.5.3","()","","5471747248"
"rebuild-str-uk-471","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.008","864","EXECUTED","7:be51ad9e6ed379651f0ae645641e0bb1","addUniqueConstraint constraintName=uk_qck1376ll09l9itat2bcomhpl, tableName=billing_invoice_cat","","","3.5.3","()","","5471747248"
"rebuild-str-uk-473","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.025","866","EXECUTED","7:8f861f051f4ae2545ff0008088ea198b","addUniqueConstraint constraintName=uk_r0shu06cdbx57w86f2h57t66p, tableName=com_message_template","","","3.5.3","()","","5471747248"
"rebuild-str-uk-474","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.041","868","EXECUTED","7:937dadb6bf45b8a82218366297d231a0","addUniqueConstraint constraintName=uk_r7ba8gp6uk4ncc8q1a7rrt3fi, tableName=dwh_measurable_quant","","","3.5.3","()","","5471747248"
"rebuild-str-uk-475","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.056","870","EXECUTED","7:31f8b88bb0dac830d5e7232b12a25dde","addUniqueConstraint constraintName=uk_rsylyj7p2u3xkey9tkiu9rn7d, tableName=crm_seller","","","3.5.3","()","","5471747248"
"rebuild-str-uk-476","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.071","872","EXECUTED","7:9ee55cac48fad8a4302e2faa7cabae68","addUniqueConstraint constraintName=uk_stegw04bvx8bxued1pkncywxl, tableName=bi_job","","","3.5.3","()","","5471747248"
"rebuild-str-uk-477","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.086","874","EXECUTED","7:06e99169cb08e85a3eb4acc46bf3d840","addUniqueConstraint constraintName=UK_BILLING_WALLET, tableName=BILLING_WALLET","","","3.5.3","()","","5471747248"
"rebuild-str-uk-478","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.100","876","EXECUTED","7:76355d182c614412c81822fdc9148a31","addUniqueConstraint tableName=ar_credit_category","","","3.5.3","()","","5471747248"
"rebuild-str-uk-479","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.113","878","EXECUTED","7:b6f82bb1eb6825259277ca85631d0f06","addUniqueConstraint constraintName=uk_meveo_filter_provider, tableName=meveo_filter","","","3.5.3","()","","5471747248"
"rebuild-str-uk-481","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.125","880","EXECUTED","7:c46fc5dc6dd3f23bb6c2c37dec23d4f3","addUniqueConstraint constraintName=uk_meveo_script_instance, tableName=MEVEO_SCRIPT_INSTANCE","","","3.5.3","()","","5471747248"
"rebuild-str-uk-483","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.137","882","EXECUTED","7:2c5fefdd27798269e8aae7f0f30a10ef","addUniqueConstraint constraintName=uk_p7r8cy3d1w7g8pir7rxq17071, tableName=com_meveo_instance","","","3.5.3","()","","5471747248"
"rebuild-str-uk-485","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.148","884","EXECUTED","7:34f6f927c19b9b2e2d5f6ed0153ab929","addUniqueConstraint constraintName=uk_meveo_job_instance, tableName=meveo_job_instance","","","3.5.3","()","","5471747248"
"rebuild-str-uk-486","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.160","886","EXECUTED","7:e3a7abee6ad88ac6cc007dbac7bc6746","addUniqueConstraint constraintName=uk_q4ys10jgsw0px36rcvwdajh47, tableName=meveo_timer","","","3.5.3","()","","5471747248"
"rebuild-str-uk-488","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.174","888","EXECUTED","7:e4813221482d250388d939d741d468ab","addUniqueConstraint constraintName=uk_abfci88fr16lqf19cf961b08d, tableName=crm_custom_field_tmpl","","","3.5.3","()","","5471747248"
"rebuild-str-uk-489","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.196","890","EXECUTED","7:71e62b8381b6441feaf2a19f2d67bc29","addUniqueConstraint constraintName=uk_cust_cei, tableName=CUST_CEI","","","3.5.3","()","","5471747248"
"rebuild-str-uk-490","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.214","892","EXECUTED","7:3903d8f355afd30e0de69d97b2359f14","addUniqueConstraint constraintName=uk_crm_custom_field_inst, tableName=crm_custom_field_inst","","","3.5.3","()","","5471747248"
"rebuild-str-uk-492","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.231","894","EXECUTED","7:dfe03802011d4cc4cf3ecc798a424e1d","addUniqueConstraint constraintName=uk_meveo_module_provider, tableName=meveo_module","","","3.5.3","()","","5471747248"
"rebuild-str-uk-493","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.247","896","EXECUTED","7:41b114bd9e0d7f0c950724c3a4f97ded","addUniqueConstraint constraintName=uk_cat_offer_template_category, tableName=cat_offer_template_category","","","3.5.3","()","","5471747248"
"rebuild-str-uk-494","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.264","898","EXECUTED","7:56dbb162e1ae85cf6cc9aec69b6a5784","addUniqueConstraint constraintName=uk_cat_offer_serv_templates, tableName=cat_offer_serv_templates","","","3.5.3","()","","5471747248"
"rebuild-str-uk-495","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.280","900","EXECUTED","7:d355ed25b44eefb191c2180fa98dd89e","addUniqueConstraint constraintName=uk_billing_invoice_configuration, tableName=billing_invoice_configuration","","","3.5.3","()","","5471747248"
"rebuild-str-uk-496","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.300","902","EXECUTED","7:1aa36086a41ae049d354abd57c334b5a","addUniqueConstraint constraintName=uk_billing_invoice_type, tableName=billing_invoice_type","","","3.5.3","()","","5471747248"
"rebuild-str-uk-497","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.323","904","EXECUTED","7:01dd45203d939bc43dc91c9778395d5e","addUniqueConstraint constraintName=uk_billing_invoice, tableName=billing_invoice","","","3.5.3","()","","5471747248"
"rebuild-str-uk-498","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.344","906","EXECUTED","7:50c7c1b08c524cd80a1d007e9811755c","addUniqueConstraint constraintName=uk_j8v4x5olh5um1g7y5vnsayrka, tableName=wf_workflow","","","3.5.3","()","","5471747248"
"rebuild-str-uk-499","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.362","908","EXECUTED","7:cef483121284ee48ee715b3846b870aa","addUniqueConstraint constraintName=uk_cat_channel, tableName=cat_channel","","","3.5.3","()","","5471747248"
"rebuild-str-uk-501","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.381","910","EXECUTED","7:517e3de00d8f331548d72609749d4cbf","addUniqueConstraint constraintName=uk_ord_order, tableName=ord_order","","","3.5.3","()","","5471747248"
"rebuild-str-uk-502","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.399","912","EXECUTED","7:63ca84cd8d9384578426b85059a6aa06","addUniqueConstraint constraintName=uk_code_hierarchy_provider, tableName=hierarchy_entity","","","3.5.3","()","","5471747248"
"rebuild-str-uk-503","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.415","914","EXECUTED","7:b8564f6f8d456f00ab13b78a321cb7ec","addUniqueConstraint constraintName=uk_digital_resource, tableName=cat_digital_resource","","","3.5.3","()","","5471747248"
"rebuild-str-uk-504","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.430","916","EXECUTED","7:581148abd6be4a0009b6f1e2ef835131","addUniqueConstraint constraintName=uk_cat_bundle_prod_tpl, tableName=cat_bundle_product_template","","","3.5.3","()","","5471747248"
"rebuild-str-uk-505","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.444","918","EXECUTED","7:d612147ed178c1b4db4770f2be9c3adb","addUniqueConstraint constraintName=uk_6clw4f7dfrs63yijhrwc87vnq, tableName=ADM_MESSAGES","","","3.5.3","()","","5471747248"
"rebuild-str-uk-506","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.457","920","EXECUTED","7:442f77a82dffae9f7ae2662c10fb4b29","addUniqueConstraint constraintName=uk_decision_rule_name_value_provider_id, tableName=wf_decision_rule","","","3.5.3","()","","5471747248"
"rebuild-str-uk-507","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.471","922","EXECUTED","7:e30465861407648f7d7720d583cc2c9d","addUniqueConstraint constraintName=uk_wf_transition_uuid_provider_id, tableName=wf_transition","","","3.5.3","()","","5471747248"
"rebuild-str-uk-508","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.486","924","EXECUTED","7:24f5e98c0405fafcc19c654325346c06","addUniqueConstraint constraintName=uk_wf_action_uuid_provider_id, tableName=wf_action","","","3.5.3","()","","5471747248"
"rebuild-str-uk-510","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.499","926","EXECUTED","7:b07b5bc7f19efa3a2f9986fdaff3e6a8","addUniqueConstraint constraintName=uk_ord_quote, tableName=ord_quote","","","3.5.3","()","","5471747248"
"rebuild-str-uk-511","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.513","928","EXECUTED","7:d00f8046291dbcb7d32fe7073dc03212","addUniqueConstraint constraintName=uk_bill_seq_it_sell, tableName=BILLING_SEQ_INVTYP_SELL","","","3.5.3","()","","5471747248"
"rebuild-str-fk-477","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.528","930","EXECUTED","7:1962b7c35f9971a9549da1dec71e1c9e","addForeignKeyConstraint baseTableName=account_entity, constraintName=fk_10ogn6loj5rxbuv94vlistxb8, referencedTableName=crm_provider_contact","","","3.5.3","()","","5471747248"
"rebuild-str-fk-478","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.542","932","EXECUTED","7:ae546b1a60a0c2901f8ac7a717cf571b","addForeignKeyConstraint baseTableName=crm_custom_field_inst, constraintName=fk_11k203rg4pv3fse64slx5glc7, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-479","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.556","934","EXECUTED","7:867f84c6999b76bec11ae1a351cf0a6b","addForeignKeyConstraint baseTableName=adm_notif_webhook_param, constraintName=fk_17fe7mcjmmcgcntqmjm9hlaots, referencedTableName=adm_notif_webhooks","","","3.5.3","()","","5471747248"
"rebuild-str-fk-480","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.570","936","EXECUTED","7:40dce6909993f342d5657a33787015ea","addForeignKeyConstraint baseTableName=billing_invoice_agregate, constraintName=fk_1c83s5iubrhpgaxigexo6d76w, referencedTableName=billing_user_account","","","3.5.3","()","","5471747248"
"rebuild-str-fk-481","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.583","938","EXECUTED","7:d6e30ba746efd75987d16bdd128d0302","addForeignKeyConstraint baseTableName=ar_account_operation, constraintName=fk_1eohoilwe5a4smtpb4nql5id2, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-482","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.598","940","EXECUTED","7:8a0a8d66d3df33b5d125daeff41ff156","addForeignKeyConstraint baseTableName=crm_custom_field_inst, constraintName=fk_1exc1lk8gsc8yaapsbvx7b3c0, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-483","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.611","942","EXECUTED","7:57ee480aefae153fda116a2d6ae7f34b","addForeignKeyConstraint baseTableName=billing_cycle, constraintName=fk_1fdfui5xfpsv3oi5wuqxkkbnw, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-484","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.625","944","EXECUTED","7:77ac7894ece6a2c13d1cc9347bcf49db","addForeignKeyConstraint baseTableName=billing_invoice_sub_cat, constraintName=fk_1kvhiwmnce1nvahkt2wviy8qi, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-485","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.640","946","EXECUTED","7:102d88c59b34b992d24207bce23e14cf","addForeignKeyConstraint baseTableName=adm_inbound_resp_cookies, constraintName=fk_1kyctwmlumac9aoikhb3kmc02, referencedTableName=adm_inbound_request","","","3.5.3","()","","5471747248"
"rebuild-str-fk-486","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.654","948","EXECUTED","7:9edbfc18f04b7acf060e6cfc33b54018","addForeignKeyConstraint baseTableName=com_message, constraintName=fk_1pyl5u7tyess63kwnpvmpk261, referencedTableName=com_campaign","","","3.5.3","()","","5471747248"
"rebuild-str-fk-487","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.668","950","EXECUTED","7:0bb3699d43c4aadbd14b43e5bdbaa0eb","addForeignKeyConstraint baseTableName=billing_service_instance, constraintName=fk_1qgajuxdl349d99knvfs8r9i1, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-489","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.683","952","EXECUTED","7:8182fa65b186a9f5adf28efa6af3f120","addForeignKeyConstraint baseTableName=billing_wallet, constraintName=fk_1vdcto7usl11bexyjehfqw004, referencedTableName=billing_user_account","","","3.5.3","()","","5471747248"
"rebuild-str-fk-491","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:11.697","954","EXECUTED","7:4eeb7e616a10548e2a7ce24f3763c5de","addForeignKeyConstraint baseTableName=billing_invoice_sub_cat, constraintName=fk_26jbtardpgdciysvhbx7gf8f3, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
