"ID","AUTHOR","FILENAME","DATEEXECUTED","ORDEREXECUTED","EXECTYPE","MD5SUM","DESCRIPTION","COMMENTS","TAG","LIQUIBASE","CONTEXTS","LABELS"
"rebuild-str-fk-985","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:19.812","1852","EXECUTED","7:9c99be743e361a3cba7a3f0445fccc80","addForeignKeyConstraint baseTableName=ar_matching_code, constraintName=fk_u1h8wgs6xjj681hqw8o9c1sd, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-987","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:19.836","1854","EXECUTED","7:9f55c2a2c35379199a7f9a94329459cb","addForeignKeyConstraint baseTableName=billing_wallet, constraintName=fk_wbnx8d4j8avwqdq3gdshnxxv, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-988","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:19.861","1856","EXECUTED","7:ad01ad4adaf1846906dda0dc2bb1bf72","addForeignKeyConstraint baseTableName=ar_matching_amount, constraintName=fk_wnbeqoiv9cho17331pob3t8j, referencedTableName=ar_matching_code","","","3.5.3","()","","5471747248"
"rebuild-str-fk-989","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:19.885","1858","EXECUTED","7:f3d7823577ad21100f7fd0fc210a2f2f","addForeignKeyConstraint baseTableName=com_message_template, constraintName=fk_wurgy5ligajy1klkuke6sxy1, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-990","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:19.915","1860","EXECUTED","7:5203715017da0c7e609e24aec67e6721","addForeignKeyConstraint baseTableName=billing_counter_period, constraintName=fk_ygcwrm1bu5ap5wedtdq619q1, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-992","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:19.940","1862","EXECUTED","7:8f2c9e4d5a6f3ac6ae250131dacd108a","addForeignKeyConstraint baseTableName=billing_invoice_agregate, constraintName=fkc92fa77a520f2e17, referencedTableName=billing_invoice_agregate","","","3.5.3","()","","5471747248"
"rebuild-str-fk-993","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:19.965","1864","EXECUTED","7:5f8a9a6603a2c50b63eb8d591a1e45b6","addForeignKeyConstraint baseTableName=billing_invoice_agregate_taxes, constraintName=fkf7299c74ade17a12, referencedTableName=billing_tax; addForeignKeyConstraint baseTableName=billing_invoice_agregate_taxes, constraintName=fkf7299c74d8f96095, reference...","","","3.5.3","()","","5471747248"
"rebuild-str-fk-994","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:19.990","1866","EXECUTED","7:9e55962f0c3af087ba8833d07d699b97","addForeignKeyConstraint baseTableName=billing_invoice_configuration, constraintName=provider_invoice_configuration_fk, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-995","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.015","1868","EXECUTED","7:2f4c89955b36d5869db18b26f14c0bb8","addForeignKeyConstraint baseTableName=ar_credit_category, constraintName=fk_adm_user_creator_ar_credit_category, referencedTableName=adm_user; addForeignKeyConstraint baseTableName=ar_credit_category, constraintName=fk_adm_user_updater_ar_credit_catego...","","","3.5.3","()","","5471747248"
"rebuild-str-fk-996","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.039","1870","EXECUTED","7:27aea5dcc07c936d65c5d1cd621aaf5a","addForeignKeyConstraint baseTableName=ADM_NOTIFICATION_PARAMS, constraintName=fk_params_notification, referencedTableName=adm_notification","","","3.5.3","()","","5471747248"
"rebuild-str-fk-997","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.064","1872","EXECUTED","7:a064fb4a3e30b75486fb8991e1321c3a","addForeignKeyConstraint baseTableName=ADM_NOTIF_JOB_PARAMS, constraintName=fk_params_job_trigger, referencedTableName=ADM_NOTIF_JOB","","","3.5.3","()","","5471747248"
"rebuild-str-fk-999","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.088","1874","EXECUTED","7:13b07feccef812591f2cd1dc3520ede3","addForeignKeyConstraint baseTableName=meveo_filter_order_condition, constraintName=fk_meveo_filter_order_condition_crm_provider, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1000","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.113","1876","EXECUTED","7:2c7ac12584bc9d989d09b2dea04319ab","addForeignKeyConstraint baseTableName=meveo_filter_oc_field_names, constraintName=fk_meveo_filter_order_condition_field_names, referencedTableName=meveo_filter_order_condition","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1001","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.138","1878","EXECUTED","7:ee69b9c44d5b7a83bc088fc91034d555","addForeignKeyConstraint baseTableName=meveo_filter_condition, constraintName=fk_meveo_filter_condition_crm_provider, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1002","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.163","1880","EXECUTED","7:4f3193f73f454fd78aa4d3a1f88e318f","addForeignKeyConstraint baseTableName=meveo_primitive_filter_condition, constraintName=fk_meveo_primitive_filter_condition_crm_provider, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1003","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.188","1882","EXECUTED","7:46d78061621a29e6efa23929c4cfd10c","addForeignKeyConstraint baseTableName=meveo_native_filter_condition, constraintName=fk_meveo_native_filter_condition_crm_provider, referencedTableName=crm_provider; addForeignKeyConstraint baseTableName=meveo_filter, constraintName=fk_meveo_filter_adm_...","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1004","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.212","1884","EXECUTED","7:cb9b6664ae8363bfb14888299dbf4c47","addForeignKeyConstraint baseTableName=meveo_filter_selector, constraintName=fk_meveo_filter_selector_provider, referencedTableName=crm_provider; addForeignKeyConstraint baseTableName=meveo_filter_selector, constraintName=fk_meveo_filter_secondary_selec...","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1005","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.237","1886","EXECUTED","7:3913354fb7b17ed8c35137b8e6f569ba","addForeignKeyConstraint baseTableName=meveo_or_composite_filter_condition, constraintName=fk_meveo_or_composite_filter_condition_provider, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1006","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.262","1888","EXECUTED","7:f2ba5653873bd39281a1633c4e0363de","addForeignKeyConstraint baseTableName=meveo_filter_condition, constraintName=fk_meveo_or_composite_filter_condition_or, referencedTableName=meveo_or_composite_filter_condition","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1007","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.286","1890","EXECUTED","7:8a68c301cb016653e2eafc7c6c90d405","addForeignKeyConstraint baseTableName=meveo_and_composite_filter_condition, constraintName=fk_meveo_and_composite_filter_condition_provider, referencedTableName=crm_provider; addForeignKeyConstraint baseTableName=meveo_filter_condition, constraintName=...","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1008","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.307","1892","EXECUTED","7:c32c372644c19f8a929de7bc733d75cc","addForeignKeyConstraint baseTableName=meveo_filter_selector_display_fields, constraintName=fk_meveo_filter_selector_display_fields, referencedTableName=meveo_filter_selector; addForeignKeyConstraint baseTableName=meveo_filter_selector_export_fields, co...","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1009","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.327","1894","EXECUTED","7:c225d789e10f165573bd1f1d5b8b9538","addForeignKeyConstraint baseTableName=JOB_EXECUTION, constraintName=FK_JOB_EXECUTION_JOB_INSTANCE_ID, referencedTableName=MEVEO_JOB_INSTANCE; addForeignKeyConstraint baseTableName=ar_customer_account, constraintName=fk_ar_credit_category_ar_customer_ac...","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1011","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.348","1896","EXECUTED","7:c8ac91d7b33a6cd2f8094753fd260c5c","addForeignKeyConstraint baseTableName=com_meveo_instance, constraintName=fk_398jtw7cvvcjmyalvke9iwoqw, referencedTableName=crm_customer; addForeignKeyConstraint baseTableName=com_meveo_instance, constraintName=fk_userid, referencedTableName=adm_user; a...","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1013","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.366","1898","EXECUTED","7:bee9da175ce6ac50561e87feae023b16","addForeignKeyConstraint baseTableName=CRM_CUSTOM_FIELD_TMPL, constraintName=fk_CFT_CALENDAR, referencedTableName=CAT_CALENDAR","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1015","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.385","1900","EXECUTED","7:6aea5ea4429fb7b2f25aafa242c3d8d9","addForeignKeyConstraint baseTableName=meveo_timer, constraintName=fk_dnqwct997aixcp36wuvmxgy12, referencedTableName=adm_user; addForeignKeyConstraint baseTableName=meveo_timer, constraintName=fk_liim1csjv7v194u77ddt1dqdp, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1016","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.404","1902","EXECUTED","7:61fd8a465a6a21af21df787c2ef4e833","addForeignKeyConstraint baseTableName=meveo_job_instance, constraintName=fk_bupocciymjlmb23huxxftyqtg, referencedTableName=adm_user; addForeignKeyConstraint baseTableName=meveo_job_instance, constraintName=fk_pwc74fn35sffdnmean6swyxha, referencedTableN...","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1017","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.424","1904","EXECUTED","7:ecee56c84cae307788b126b3695eb93f","addForeignKeyConstraint baseTableName=meveo_script_instance, constraintName=fk_meveoscript_creator, referencedTableName=adm_user; addForeignKeyConstraint baseTableName=meveo_script_instance, constraintName=fk_meveoscript_updater, referencedTableName=ad...","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1018","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.443","1906","EXECUTED","7:04bf151eca1cca20b17322f5c319859a","addForeignKeyConstraint baseTableName=ADM_NOTIFICATION, constraintName=fk_notif_script_instance, referencedTableName=meveo_script_instance","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1019","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.462","1908","EXECUTED","7:a194ffcfbc83ce2d9e7b5a3415c12778","addForeignKeyConstraint baseTableName=ADM_NOTIF_JOB, constraintName=fk_job_trigger_notif, referencedTableName=MEVEO_JOB_INSTANCE","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1020","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.483","1910","EXECUTED","7:dae9e5812331c5987cb94345967d142c","addForeignKeyConstraint baseTableName=RATING_EDR, constraintName=fk_headeredrid, referencedTableName=RATING_EDR","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1021","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.502","1912","EXECUTED","7:95c5d101db501d7e6eeb316eb32993fe","addForeignKeyConstraint baseTableName=BILLING_WALLET_OPERATION, constraintName=fk_wopEdrId, referencedTableName=RATING_EDR","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1022","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.520","1914","EXECUTED","7:7882bc3b84f125e23c0f9415b0bf09bd","addForeignKeyConstraint baseTableName=BILLING_RATED_TRANSACTION, constraintName=fk_ropEdrId, referencedTableName=RATING_EDR","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1027","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.539","1916","EXECUTED","7:215e46118a4c671206688c9fd6ef33bc","addForeignKeyConstraint baseTableName=billing_invoice, constraintName=fk_billing_invoice_adjusted_invoice, referencedTableName=billing_invoice","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1028","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.558","1918","EXECUTED","7:9a2c541d5fabac14e7c398b0cc793d02","addForeignKeyConstraint baseTableName=billing_rated_transaction, constraintName=fk_billing_rated_transaction_rated_transaction, referencedTableName=billing_rated_transaction","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1029","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.577","1920","EXECUTED","7:4cd668b3a1c316be80c534b3c0c594af","addForeignKeyConstraint baseTableName=cust_cet, constraintName=fk_cust_cet_crm_provider, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1030","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.596","1922","EXECUTED","7:1fe48b397d9012ff5c95fffb5abf2e88","addForeignKeyConstraint baseTableName=cust_cet, constraintName=fk_creator_cust_cet_adm_user, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1031","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.615","1924","EXECUTED","7:37c02b6645a8687317888ede08ad88fa","addForeignKeyConstraint baseTableName=cust_cet, constraintName=fk_updater_cust_cet_adm_user, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1032","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.633","1926","EXECUTED","7:250ad32445cf2233ad2dd26ca5168590","addForeignKeyConstraint baseTableName=adm_script_notification, constraintName=fk_n1n2i3ht998wlegdshme8gyfd, referencedTableName=adm_notification","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1033","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.652","1928","EXECUTED","7:ac2a90c2e6a29d6e8f9f1d493e43c587","addForeignKeyConstraint baseTableName=CUST_CEI, constraintName=fk_cust_cei_crm_provider, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1035","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.672","1930","EXECUTED","7:3d4d51434432e63d770f867e31e01390","addForeignKeyConstraint baseTableName=meveo_module, constraintName=fk_meveo_module_crm_provider, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1036","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.693","1932","EXECUTED","7:935656d4e14530bca6fc2ac44e21c91e","addForeignKeyConstraint baseTableName=meveo_module, constraintName=fk_creator_meveo_module_adm_user, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1037","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.714","1934","EXECUTED","7:24e6f6d456458cab0b8f01f32fa1e885","addForeignKeyConstraint baseTableName=meveo_module, constraintName=fk_updater_meveo_module_adm_user, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1038","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.733","1936","EXECUTED","7:0d56b5a7e811f17422631ea48553676f","addForeignKeyConstraint baseTableName=meveo_module_item, constraintName=fk_meveo_module_item_crm_provider, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1039","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.753","1938","EXECUTED","7:c44cda3f692c4cfe1cd4768516006a66","addForeignKeyConstraint baseTableName=meveo_module_item, constraintName=fk_meveo_module_item_meveo_module, referencedTableName=meveo_module","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1040","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.772","1940","EXECUTED","7:a1e51b8b76de3d5ad944a0e44e50af0d","addForeignKeyConstraint baseTableName=FTP_IMPORTED_FILE, constraintName=fk_Ftp_Imported_File_crm_provider, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1041","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.791","1942","EXECUTED","7:1aba378de30e070a61a28aece5de3202","addForeignKeyConstraint baseTableName=FTP_IMPORTED_FILE, constraintName=fk_creator_Ftp_Imported_File_adm_user, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1042","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.810","1944","EXECUTED","7:30b18589726a8c828f8975183bfc416f","addForeignKeyConstraint baseTableName=FTP_IMPORTED_FILE, constraintName=fk_updater_Ftp_Imported_File_adm_user, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1043","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.830","1946","EXECUTED","7:07b32f639c584a55c52479f2845db648","addForeignKeyConstraint baseTableName=CRM_CUSTOM_FIELD_INST, constraintName=fk_crm_custom_field_inst_crm_provider, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1044","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.850","1948","EXECUTED","7:3da7a9707a9d345f48af21bc177aa603","addForeignKeyConstraint baseTableName=cat_offer_template, constraintName=fk_cat_offer_template_script_instance_termination, referencedTableName=meveo_script_instance","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1045","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.891","1950","EXECUTED","7:9c8ba6f35fc11eb123bd64f510176eec","addForeignKeyConstraint baseTableName=cat_offer_template, constraintName=fk_cat_offer_template_script_instance_subscription, referencedTableName=meveo_script_instance","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1046","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.926","1952","EXECUTED","7:57f539bf84387ee2062d6ea6c3fee3f2","addForeignKeyConstraint baseTableName=cat_service_template, constraintName=fk_cat_service_template_script_instance_termination, referencedTableName=meveo_script_instance","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1047","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.960","1954","EXECUTED","7:350574a8d96cab7d55a9a72b5e0c87c0","addForeignKeyConstraint baseTableName=cat_service_template, constraintName=fk_cat_service_template_script_instance_activation, referencedTableName=meveo_script_instance","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1050","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:20.986","1956","EXECUTED","7:7e578c4e7d7b544b2280de0d807e99f2","addForeignKeyConstraint baseTableName=adm_script_exec_role, constraintName=fk_sc_exc_role_sc, referencedTableName=meveo_script_instance","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1051","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.011","1958","EXECUTED","7:334e1773bcc420331fb8eaf654bcae53","addForeignKeyConstraint baseTableName=adm_script_exec_role, constraintName=fk_sc_exc_role_role, referencedTableName=adm_role","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1052","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.036","1960","EXECUTED","7:dc1dab886929a05702b5dc749bf87c1c","addForeignKeyConstraint baseTableName=adm_script_sourc_role, constraintName=fk_sc_src_role_sc, referencedTableName=meveo_script_instance","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1053","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.060","1962","EXECUTED","7:2c1b63709c37d4cd6b8cdb9024ab8e6e","addForeignKeyConstraint baseTableName=adm_script_sourc_role, constraintName=fk_sc_src_role_role, referencedTableName=adm_role","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1054","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.085","1964","EXECUTED","7:5160952cb04f664d58dd8c314fb1ded6","addForeignKeyConstraint baseTableName=cat_offer_template_category, constraintName=fk_cot_category_adm_user_creator, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1055","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.109","1966","EXECUTED","7:dfedaf7294fbbf4deed251727500e90a","addForeignKeyConstraint baseTableName=cat_offer_template_category, constraintName=fk_cot_category_adm_user_updater, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1057","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.139","1968","EXECUTED","7:0569933ebc26574d25e3b3032adc9434","addForeignKeyConstraint baseTableName=cat_offer_template_category, constraintName=fk_offer_cat_template_offer_cat_template, referencedTableName=cat_offer_template_category","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1058","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.163","1970","EXECUTED","7:b827e159ed4771f5bc6da3d131b0e9b3","addForeignKeyConstraint baseTableName=cat_business_offer_model, constraintName=fk_cat_bom_meveo_module, referencedTableName=meveo_module","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1059","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.188","1972","EXECUTED","7:d7230891bc23159e237bd2099a27454e","addForeignKeyConstraint baseTableName=cat_business_offer_model, constraintName=fk_cat_bom_offer_template, referencedTableName=cat_offer_template","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1061","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.213","1974","EXECUTED","7:c5e508e33ec32536fd19d0a88603a0b5","addForeignKeyConstraint baseTableName=cat_business_serv_model, constraintName=fk_cat_bsm_meveo_module, referencedTableName=meveo_module","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1062","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.238","1976","EXECUTED","7:5af3e67d409bd9167d59f4aca0321228","addForeignKeyConstraint baseTableName=cat_business_serv_model, constraintName=fk_cat_bsm_service_template, referencedTableName=cat_service_template","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1064","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.263","1978","EXECUTED","7:7dbe697b20393ba434fec727ec9f3c5c","addForeignKeyConstraint baseTableName=cat_offer_serv_incomp, constraintName=fk_cat_os_incomp_service_template, referencedTableName=cat_service_template","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1065","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.288","1980","EXECUTED","7:8aef4ae0b44cd4def817b7c4a69be717","addForeignKeyConstraint baseTableName=cat_offer_serv_incomp, constraintName=fk_cat_os_incomp_offer_template, referencedTableName=cat_offer_serv_templates","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1066","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.313","1982","EXECUTED","7:15e9cd3a4ebb19175c001c8ae5f3e847","addForeignKeyConstraint baseTableName=cat_offer_template, constraintName=fk_cat_offer_template_bom, referencedTableName=cat_business_offer_model","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1067","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.338","1984","EXECUTED","7:d115765f613c13c6b65e0fd282e54003","addForeignKeyConstraint baseTableName=cat_service_template, constraintName=fk_cat_service_template_bsm, referencedTableName=cat_business_serv_model","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1068","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.363","1986","EXECUTED","7:8eb26066539ee86c8904fef02bb011de","addForeignKeyConstraint baseTableName=CRM_CUSTOM_FIELD_TMPL_MCOLS, constraintName=FK_CFT_MCOLS_CFT, referencedTableName=CRM_CUSTOM_FIELD_TMPL","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1069","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.388","1988","EXECUTED","7:565ac98714d3fc1fda462d2fa1929337","addForeignKeyConstraint baseTableName=AR_DDREQUEST_ITEM, constraintName=fk_ar_occ_dd_item, referencedTableName=ar_account_operation","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1070","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.413","1990","EXECUTED","7:c7a8738c2fdb48c70a5335f1ef0fec61","addForeignKeyConstraint baseTableName=ar_revenue_recog_rule, constraintName=fk_ar_revenue_recog_rule_provider, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1071","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.438","1992","EXECUTED","7:7f36c8468c0b1ec9e9ac7f7fed593f7d","addForeignKeyConstraint baseTableName=ar_revenue_recog_rule, constraintName=fk_ar_revenue_recog_rule_creator, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1072","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.463","1994","EXECUTED","7:c95e41fc5ac649b17177941c6bfa5f49","addForeignKeyConstraint baseTableName=ar_revenue_recog_rule, constraintName=fk_ar_revenue_recog_rule_updator, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1073","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.488","1996","EXECUTED","7:39de7e1ef76183d000e0f99b560b3317","addForeignKeyConstraint baseTableName=ar_revenue_recog_rule, constraintName=fk_ar_revenue_recog_rule_script, referencedTableName=meveo_script_instance","","","3.5.3","()","","5471747248"
